Conference,Year,Title,Predominant Continent
middleware,2014,"SOUP: an online social network by the people, for the people.",EU
middleware,2014,SenSocial: a middleware for integrating online social networks and mobile sensing data streams.,EU
middleware,2014,PLEROMA: a SDN-based high performance publish/subscribe middleware.,EU
middleware,2014,CrowdWiFi: efficient crowdsensing of roadside WiFi networks.,NA
middleware,2014,Publish/subscribe network designs for multiplayer games.,NA
middleware,2014,Stage-aware anomaly detection through tracking log points.,NA
middleware,2014,Archie: a speculative replicated transactional system.,NA
middleware,2014,Mitigating interference in cloud services by middleware reconfiguration.,NA
middleware,2014,CAMP: a cost adaptive multi-queue eviction policy for key-value stores.,NA
middleware,2014,"Stay-Away, protecting sensitive applications from performance interference.",EU
middleware,2014,Virtual machine consolidation in the wild.,AS
middleware,2015,GraPS: A Graph Publish/Subscribe Middleware.,NA
middleware,2015,MERC: Match at Edge and Route intra-Cluster for Content-based Publish/Subscribe Systems.,AS
middleware,2015,Efficient Key Updates through Subscription Re-encryption for Privacy-Preserving Publish/Subscribe.,EU
middleware,2015,Quartz: A Lightweight Performance Emulator for Persistent Memory Software.,NA
middleware,2015,Pannier: A Container-based Flash Cache for Compound Objects.,NA
middleware,2015,Enabling Cost-Effective Flash based Caching with an Array of Commodity SSDs.,AS
middleware,2015,"Write Fast, Read in the Past: Causal Consistency for Client-Side Applications.",EU
middleware,2015,Q-OPT: Self-tuning Quorum System for Strongly Consistent Software Defined Storage.,EU
middleware,2015,EpTO: An Epidemic Total Order Algorithm for Large-Scale Distributed Systems.,EU
middleware,2015,Asynchronous Complete Garbage Collection for Graph Data Stores.,EU
middleware,2015,vRead: Efficient Data Access for Hadoop in Virtualized Clouds.,NA
middleware,2015,UniDrive: Synergize Multiple Consumer Cloud Storage Services.,AS
middleware,2015,R-Storm: Resource-Aware Scheduling in Storm.,NA
middleware,2015,Parallel Programming in Actor-Based Applications via OpenCL.,EU
middleware,2015,Consensus-Oriented Parallelization: How to Earn Your First Million.,EU
middleware,2015,Turtle Consensus: Moving Target Defense for Consensus.,NA
middleware,2015,Speculative Memory Checkpointing.,EU
middleware,2015,VeCycle: Recycling VM Checkpoints for Faster Migrations.,EU
middleware,2015,Improving Preemptive Scheduling with Application-Transparent Checkpointing in Shared Clusters.,NA
middleware,2015,Configuring Distributed Computations Using Response Surfaces.,EU
middleware,2015,Scaling Out Link Prediction with SNAPLE: 1 Billion Edges and Beyond.,EU
middleware,2015,Managing the Energy-Delay Tradeoff in Mobile Applications with Tempus.,NA
middleware,2015,"Zero-Cost, Fine-Grained Power Monitoring of Datacenters Using Non-Intrusive Power Disaggregation.",AS
middleware,2016,Containers and Virtual Machines at Scale: A Comparative Study.,NA
middleware,2016,SDNFV: Flexible and Dynamic Software Defined Control of an Application- and Flow-Aware Data Plane.,NA
middleware,2016,Unifying HDFS and GPFS: Enabling Analytics on Software-Defined Storage.,NA
middleware,2016,Locality-Aware Routing in Stateful Streaming Applications.,
middleware,2016,ALMA: GC-assisted JVM Live Migration for Java Server Applications.,EU
middleware,2016,Mitigating performance unpredictability in the IaaS using the Kyoto principle.,EU
middleware,2016,AdaptCache: Adaptive Data Partitioning and Migration for Distributed Object Caches.,NA
middleware,2016,NetAlytics: Cloud-Scale Application Performance Monitoring with SDN and NFV.,NA
middleware,2016,BrowserFlow: Imprecise Data Flow Tracking to Prevent Accidental Data Disclosure.,EU
middleware,2016,Secure Content-Based Routing Using Intel Software Guard Extensions.,EU
middleware,2016,Online Scheduling for Shuffle Grouping in Distributed Stream Processing Systems.,EU
middleware,2016,Bifrost: Supporting Continuous Deployment with Automated Enactment of Multi-Phase Live Testing Strategies.,EU
middleware,2016,Big ideas paper: Policy-driven middleware for a legally-compliant Internet of Things.,EU
middleware,2016,SecureKeeper: Confidential ZooKeeper using Intel SGX.,EU
middleware,2016,Geo-Distribution of Flexible Business Processes over Publish/Subscribe Paradigm.,
middleware,2016,Programming Scalable Cloud Services with AEON.,NA
middleware,2016,Dos and Don'ts in Mobile Phone Sensing Middleware: Learning from a Large-Scale Experiment.,
middleware,2016,Orion: A Framework for GPU Occupancy Tuning.,NA
middleware,2016,Atum: Scalable Group Communication Using Volatile Groups.,EU
middleware,2016,Locking Made Easy.,EU
middleware,2016,Dynamic Load Balancing for Ordered Data-Parallel Regions in Distributed Streaming Systems.,NA
middleware,2017,HyperDrive: exploring hyperparameters with POP scheduling.,NA
middleware,2017,Sieve: actionable insights from monitored metrics in distributed systems.,EU
middleware,2017,Rafiki: a middleware for parameter tuning of NoSQL datastores for dynamic metagenomics workloads.,NA
middleware,2017,Rivulet: a fault-tolerant platform for smart-home applications.,NA
middleware,2017,Binary compatible graphics support in Android for running iOS apps.,NA
middleware,2017,Sense-aid: a framework for enabling network as a service for participatory sensing.,NA
middleware,2017,ORCA: an ORChestration automata for configuring VNFs.,
middleware,2017,Improving spark application throughput via memory aware task co-location: a mixture of experts approach.,EU
middleware,2017,Swayam: distributed autoscaling to meet SLAs of machine learning inference services with resource efficiency.,EU
middleware,2017,Data-driven serverless functions for object storage.,EU
middleware,2017,A programming model for application-defined multipath TCP scheduling.,EU
middleware,2017,POLM2: automatic profiling for object lifetime-aware memory management for hotspot big data applications.,EU
middleware,2017,SPECTRE: supporting consumption policies in window-based parallel complex event processing.,EU
middleware,2017,Efficient covering for top-k filtering in content-based publish/subscribe systems.,NA
middleware,2017,StreamApprox: approximate computing for stream analytics.,EU
middleware,2017,X-search: revisiting private web search using intel SGX.,EU
middleware,2017,Rectify: black-box intrusion recovery in PaaS clouds.,EU
middleware,2017,Scheduler activations for interference-resilient SMP virtual machine scheduling.,NA
middleware,2017,DoubleDecker: a cooperative disk caching framework for derivative clouds.,AS
middleware,2017,Ginja: one-dollar cloud-based disaster recovery for databases.,EU
middleware,2018,All-Spark: Using Simulation Tests Directly in Production Environments to Detect System Bottlenecks in Large-Scale Systems.,AS
middleware,2018,"QueCC: A Queue-oriented, Control-free Concurrency Architecture.",NA
middleware,2018,Size Matters: Improving the Performance of Small Files in Hadoop.,EU
middleware,2018,CRIMES: Using Evidence to Secure the Cloud.,NA
middleware,2018,Olympian: Scheduling GPU Usage in a Deep Neural Network Model Serving System.,NA
middleware,2018,SpinStreams: a Static Optimization Tool for Data Stream Processing Applications.,EU
middleware,2018,SPADE: Tuning scale-out OLTP on modern RDMA clusters.,EU
middleware,2018,Adaptive Software Cache Management.,EU
middleware,2018,RockFS: Cloud-backed File System Resilience to Client-Side Attacks.,EU
middleware,2018,"Distributed transactional reads: the strong, the quick, the fresh & the impossible.",EU
middleware,2018,Gemini: A Distributed Crash Recovery Protocol for Persistent Caches.,NA
middleware,2018,Pythia: Improving Datacenter Utilization via Precise Contention Prediction for Multiple Co-located Workloads.,NA
middleware,2018,Omni: An Application Framework for Seamless Device-to-Device Interaction in the Wild.,NA
middleware,2018,PreDict: Predictive Dictionary Maintenance for Message Compression in Publish/Subscribe.,EU
middleware,2018,EActors: Fast and flexible trusted computing using SGX.,EU
middleware,2018,sgx-perf: A Performance Analysis Tool for Intel SGX Enclaves.,EU
middleware,2018,Speculative Read Write Locks.,EU
middleware,2018,GeneaLog: Fine-Grained Data Streaming Provenance at the Edge.,EU
middleware,2018,Adaptive Execution of Continuous and Data-intensive Workflows with Machine Learning.,EU
middleware,2018,Aggressive Synchronization with Partial Processing for Iterative ML Jobs on Clusters.,NA
middleware,2018,SpecRPC: A General Framework for Performing Speculative Remote Procedure Calls.,NA
middleware,2018,FireDeX: a Prioritized IoT Data Exchange Middleware for Emergency Response.,NA
middleware,2019,SlimGuard: A Secure and Memory-Efficient Heap Allocator.,NA
middleware,2019,EnclaveCache: A Secure and Scalable Key-value Cache in Multi-tenant Clouds using Intel SGX.,AS
middleware,2019,OS-Augmented Oversubscription of Opportunistic Memory with a User-Assisted OOM Killer.,NA
middleware,2019,On the FaaS Track: Building Stateful Distributed Applications with Serverless Architectures.,EU
middleware,2019,Generalized Consensus for Practical Fault Tolerance.,NA
middleware,2019,"Scalable Data-structures with Hierarchical, Distributed Delegation.",NA
middleware,2019,FfDL: A Flexible Multi-tenant Deep Learning Platform.,NA
middleware,2019,Pando: Personal Volunteer Computing in Browsers.,NA
middleware,2019,FabricCRDT: A Conflict-Free Replicated Datatypes Approach to Permissioned Blockchains.,EU
middleware,2019,AccTEE: A WebAssembly-based Two-way Sandbox for Trusted Resource Accounting.,EU
middleware,2019,MooD: MObility Data Privacy as Orphan Disease: Experimentation and Deployment Paper.,EU
middleware,2019,Monitorless: Predicting Performance Degradation in Cloud Applications with Machine Learning.,EU
middleware,2019,Automating Multi-level Performance Elastic Components for IBM Streams.,NA
middleware,2019,Self-adaptive Executors for Big Data Processing.,EU
middleware,2019,PrivaTube: Privacy-Preserving Edge-Assisted Video Streaming.,EU
middleware,2019,Differential Approximation and Sprinting for Multi-Priority Big Data Engines.,EU
middleware,2019,eSPICE: Probabilistic Load Shedding from Input Event Streams in Complex Event Processing.,EU
middleware,2019,Boosting concurrency in Parallel State Machine Replication.,SA
middleware,2019,Lazarus: Automatic Management of Diversity in BFT Systems.,EU
middleware,2019,Combining it all: Cost minimal and low-latency stream processing across distributed heterogeneous infrastructures.,EU
middleware,2019,ProvMark: A Provenance Expressiveness Benchmarking System.,EU
middleware,2019,ReLAQS: Reducing Latency for Multi-Tenant Approximate Queries via Scheduling.,NA
middleware,2019,AquaEIS: Middleware Support for Event Identification in Community Water Infrastructures.,NA
middleware,2019,Switchboard: A Middleware for Wide-Area Service Chaining.,NA
middleware,2019,Medley: A Novel Distributed Failure Detector for IoT Networks.,NA
middleware,2020,Prebaking Functions to Warm the Serverless Cold Start.,SA
middleware,2020,Resilient Cloud-based Replication with Low Latency.,EU
middleware,2020,Practical Active Revocation.,EU
middleware,2020,secureTF: A Secure TensorFlow Framework.,EU
middleware,2020,On Delivery Guarantees in Distributed Content-Based Publish/Subscribe Systems.,EU
middleware,2020,MATCH: A Decentralized Middleware for Fair Matchmaking In Peer-to-Peer Markets.,EU
middleware,2020,PipeTune: Pipeline Parallelism of Hyper and System Parameters Tuning for Deep Learning Clusters.,EU
middleware,2020,Fast Training of Deep Learning Models over Multiple GPUs.,NA
middleware,2020,BoLT: Barrier-optimized LSM-Tree.,AS
middleware,2020,JellyFish: A Fast Skip List with MVCC.,AS
middleware,2020,Consistent and Secure Network Updates Made Practical.,EU
middleware,2020,FLeet: Online Federated Learning via Staleness Awareness and Performance Prediction.,EU
middleware,2020,TEEMon: A continuous performance monitoring framework for TEEs.,EU
middleware,2020,FeGAN: Scaling Distributed GANs.,EU
middleware,2020,"Poseidon: Safe, Fast and Scalable Persistent Memory Allocator.",NA
middleware,2020,WASP: Wide-area Adaptive Stream Processing.,NA
middleware,2020,SplitServe: Efficiently Splitting Apache Spark Jobs Across FaaS and IaaS.,NA
middleware,2020,SR3: Customizable Recovery for Stateful Stream Processing Systems.,NA
middleware,2020,"Sledge: a Serverless-first, Light-weight Wasm Runtime for the Edge.",NA
middleware,2020,Fifer: Tackling Resource Underutilization in the Serverless Era.,NA
middleware,2020,"PASTRAMI: Privacy-preserving, Auditable, Scalable & Trustworthy Auctions for Multiple Items.",EU
middleware,2020,A practical approach for updating an integrity-enforced operating system.,EU
middleware,2020,Regaining Lost Seconds: Efficient Page Preloading for SGX Enclaves.,AS
middleware,2020,Improving the Restore Performance via Physical-Locality Middleware for Backup Systems.,AS
middleware,2020,Xanadu: Mitigating cascading cold starts in serverless function chain deployments.,AS
middleware,2020,Cost-Effective Data Feeds to Blockchains via Workload-Adaptive Data Replication.,NA
middleware,2020,Mitigating Stragglers in the Decentralized Training on Heterogeneous Clusters.,NA
middleware,2020,Coral-Pie: A Geo-Distributed Edge-compute Solution for Space-Time Vehicle Tracking.,NA
middleware,2020,An OpenMP Runtime for Transparent Work Sharing Across Cache-Incoherent Heterogeneous Nodes.,NA
middleware,2020,DoubleFaceAD: A New Datastore Driver Architecture to Optimize Fanout Query Performance.,NA
middleware,2021,"Precursor: a fast, client-centric and trusted key-value store using RDMA and Intel SGX.",EU
middleware,2021,PProx: efficient privacy for recommendation-as-a-service.,EU
middleware,2021,FW-KV: improving read guarantees in PSI.,NA
middleware,2021,Towards optimal placement and scheduling of DNN operations with Pesto.,NA
middleware,2021,Prosecutor: an efficient BFT consensus algorithm with behavior-aware penalization against Byzantine attacks.,NA
middleware,2021,SeBS: a serverless benchmark suite for function-as-a-service computing.,EU
middleware,2021,Magic-Pipe: self-optimizing video analytics pipelines.,
middleware,2021,sgx-dl: dynamic loading and hot-patching for secure applications: experience paper.,EU
middleware,2021,Xar-trek: run-time execution migration among FPGAs and heterogeneous-ISA CPUs.,NA
middleware,2021,SHARC: improving adaptive replacement cache with shadow recency cache management.,EU
middleware,2021,Experience Paper: Danaus: isolation and efficiency of container I/O at the client side of network storage.,EU
middleware,2021,SwitchFlow: preemptive multitasking for deep learning.,NA
middleware,2021,FaaSTCC: efficient transactional causal consistency for serverless computing.,EU
middleware,2021,RamCast: RDMA-based atomic multicast.,EU
middleware,2021,Memory at your service: fast memory allocation for latency-critical services.,NA
middleware,2021,Gossip consensus.,EU
middleware,2021,Experience Paper: Towards enhancing cost efficiency in serverless machine learning training.,EU
middleware,2021,CAT: content-aware tracing and analysis for distributed systems.,EU
middleware,2021,Snarl: entangled merkle trees for improved file availability and storage utilization.,EU
middleware,2021,Sizeless: predicting the optimal size of serverless functions.,EU
middleware,2021,Let's wait awhile: how temporal workload shifting can reduce carbon emissions in the cloud.,EU
middleware,2021,Lognroll: discovering accurate log templates by iterative filtering.,AS
middleware,2021,Privacy preserving event based transaction system in a decentralized environment.,NA
middleware,2021,YASMIN: a real-time middleware for COTS heterogeneous platforms.,EU
middleware,2021,Implicit model specialization through dag-based decentralized federated learning.,EU
middleware,2021,A fresh look at the architecture and performance of contemporary isolation platforms.,EU
middleware,2021,Highly-available and consistent group collaboration at the edge with colony.,EU
middleware,2021,Montsalvat: Intel SGX shielding for GraalVM native images.,EU
middleware,2021,Lachesis: a middleware for customizing OS scheduling of stream processing queries.,EU
middleware,2022,EdgeTune: Inference-Aware Multi-Parameter Tuning.,EU
middleware,2022,GuardiaNN: Fast and Secure On-Device Inference in TrustZone Using Embedded SRAM and Cryptographic Hardware.,AS
middleware,2022,SecureLease: Maintaining Execution Control in The Wild using Intel SGX.,AS
middleware,2022,Improving Concurrent GC for Latency Critical Services in Multi-tenant Systems.,NA
middleware,2022,SplitBFT: Improving Byzantine Fault Tolerance Safety Using Trusted Compartments.,EU
middleware,2022,Celestial: Virtual Software System Testbeds for the LEO Edge.,EU
middleware,2022,ROS-SF: A Transparent and Efficient ROS Middleware using Serialization-Free Message.,AS
middleware,2022,Bolt: Fast Inference for Random Forests.,NA
middleware,2022,Aergia: leveraging heterogeneity in federated learning systems.,EU
middleware,2022,MATEE: multimodal attestation for trusted execution environments.,EU
middleware,2022,MixNN: protection of federated learning against inference attacks by mixing neural network layers.,
middleware,2022,A seer knows best: optimized object storage shuffling for serverless analytics.,EU
middleware,2022,Femto-containers: lightweight virtualization and fault isolation for small software functions on low-power IoT microcontrollers.,
middleware,2022,"EventChain: a blockchain framework for secure, privacy-preserving event verification.",EU
middleware,2022,BoFL: bayesian optimized local training pace control for energy efficient federated learning.,NA
middleware,2022,Multi-resource fair allocation for consolidated flash-based caching systems.,NA
middleware,2022,Light-GC: a lightweight and efficient garbage collection scheme for embedded file systems.,AS
middleware,2022,Slice-Tune: a system for high performance DNN autotuning.,NA
middleware,2022,CGX: adaptive system support for communication-efficient deep learning.,EU
middleware,2022,Optimizing communication in deep reinforcement learning with XingTian.,AS
middleware,2022,"DCert: towards secure, efficient, and versatile blockchain light clients.",AS
middleware,2022,ShadowSync: latency long tail caused by hidden synchronization in real-time LSM-tree based stream processing systems.,NA
middleware,2022,Reversible conflict-free replicated data types.,NA
middleware,2022,Secure and distributed assessment of privacy-preserving GWAS releases.,EU
middleware,2022,MicroEdge: a multi-tenant edge cluster system architecture for scalable camera processing.,NA
middleware,2022,Shielding federated learning systems against inference attacks with ARM TrustZone.,EU
middleware,2023,EESMR: Energy Efficient BFT - SMR for the masses.,NA
middleware,2023,Fast VM Replication on Heterogeneous Hypervisors for Robust Fault Tolerance.,EU
middleware,2023,Smartpick: Workload Prediction for Serverless-enabled Scalable Data Analytics Systems.,NA
middleware,2023,Sora: A Latency Sensitive Approach for Microservice Soft Resource Adaptation.,NA
middleware,2023,INSANE: A Unified Middleware for QoS-aware Network Acceleration in Edge Cloud Computing.,EU
middleware,2023,An End-to-End Performance Comparison of Seven Permissioned Blockchain Systems.,EU
middleware,2023,SinClave: Hardware-assisted Singletons for TEEs.,EU
middleware,2023,LO: An Accountable Mempool for MEV Resistance.,EU
middleware,2023,Basalt: A Rock-Solid Byzantine-Tolerant Peer Sampling for Very Large Decentralized Networks.,
middleware,2023,PrimCast: A Latency-Efficient Atomic Multicast.,EU
middleware,2023,OrderlessChain: A CRDT-based BFT Coordination-free Blockchain Without Global Order of Transactions.,EU
middleware,2023,Characterizing Distributed Machine Learning Workloads on Apache Spark: (Experimentation and Deployment Paper).,EU
middleware,2023,Pravega: A Tiered Storage System for Data Streams.,NA
middleware,2023,Bridging the Gap of Timing Assumptions in Byzantine Consensus.,AS
middleware,2023,Kernel-as-a-Service: A Serverless Programming Model for Heterogeneous Hardware Accelerators.,NA
middleware,2023,SecV: Secure Code Partitioning via Multi-Language Secure Values.,EU
middleware,2023,"Fast, Light-weight, and Accurate Performance Evaluation using Representative Datacenter Behaviors.",AS
middleware,2023,Systematic Analysis of DDS Implementations.,EU
middleware,2023,Glider: Serverless Ephemeral Stateful Near-Data Computation.,EU
middleware,2023,SnapStore: A Snapshot Storage System for Serverless Systems.,AS
middleware,2023,DynaCut: A Framework for Dynamic and Adaptive Program Customization.,NA
middleware,2023,FlexCast: Genuine Overlay-based Atomic Multicast.,SA
middleware,2023,FLIPS: Federated Learning using Intelligent Participant Selection.,NA
middleware,2023,Trustworthy confidential virtual machines for the masses.,EU
eurosys,2012,STM in the small: trading generality for performance in software transactional memory.,EU
eurosys,2012,Improving server applications with system transactions.,NA
eurosys,2012,Where is the energy spent inside my app?: fine grained energy accounting on smartphones with Eprof.,NA
eurosys,2012,Energy efficiency for large-scale MapReduce workloads with significant interactive analysis.,NA
eurosys,2012,GreenHadoop: leveraging green energy in data-processing frameworks.,NA
eurosys,2012,Frugal storage for cloud file systems.,
eurosys,2012,Kineograph: taking the pulse of a fast-changing and connected world.,AS
eurosys,2012,Jockey: guaranteed job latency in data parallel clusters.,NA
eurosys,2012,"The Xen-Blanket: virtualize once, run everywhere.",NA
eurosys,2012,Isolating commodity hosted hypervisors with HyperLock.,NA
eurosys,2012,Delusional boot: securing hypervisors without massive re-engineering.,NA
eurosys,2012,A critique of snapshot isolation.,EU
eurosys,2012,LazyBase: trading freshness for performance in a scalable database.,NA
eurosys,2012,Cache craftiness for fast multicore key-value storage.,NA
eurosys,2012,MadLINQ: large-scale distributed matrix computation for the cloud.,AS
eurosys,2012,Jettison: efficient idle desktop consolidation with partial VM migration.,NA
eurosys,2012,Practical TDMA for datacenter ethernet.,NA
eurosys,2012,Scalable testing of file system checkers.,EU
eurosys,2012,Delta-FTL: improving SSD lifetime via exploiting content locality.,NA
eurosys,2012,"FlashTier: a lightweight, consistent and durable storage cache.",NA
eurosys,2012,Fast black-box testing of system recovery code.,EU
eurosys,2012,CheapBFT: resource-efficient byzantine fault tolerance.,EU
eurosys,2012,Canal: scaling social network-based Sybil tolerance schemes.,EU
eurosys,2012,Improving interrupt response time in a verifiable protected microkernel.,OC
eurosys,2012,Improving network connection locality on multicore systems.,NA
eurosys,2012,TM2C: a software transactional memory for many-cores.,EU
eurosys,2012,BWS: balanced work stealing for time-sharing multicores.,NA
eurosys,2013,TimeStream: reliable stream computation in the cloud.,AS
eurosys,2013,Optimus: a dynamic rewriting framework for data-parallel execution plans.,AS
eurosys,2013,BlinkDB: queries with bounded errors and bounded response times on very large data.,NA
eurosys,2013,IFDB: decentralized information flow control for databases.,NA
eurosys,2013,Process firewalls: protecting processes during resource access.,NA
eurosys,2013,Resolving the conflict between generality and plausibility in verified computation.,NA
eurosys,2013,ChainReaction: a causal+ consistent datastore based on chain replication.,EU
eurosys,2013,Augustus: scalable and robust storage for cloud applications.,EU
eurosys,2013,MDCC: multi-data center consistency.,NA
eurosys,2013,Conversion: multi-version concurrency control for main memory segments.,NA
eurosys,2013,Whose cache line is it anyway?: operating system support for live detection and repair of false sharing.,NA
eurosys,2013,Adaptive parallelism for web search.,NA
eurosys,2013,Mizan: a system for dynamic load balancing in large-scale graph processing.,AS
eurosys,2013,MeT: workload aware elasticity for NoSQL.,EU
eurosys,2013,Presto: distributed machine learning and graph processing with sparse matrices.,NA
eurosys,2013,RadixVM: scalable address spaces for multithreaded applications.,
eurosys,2013,Failure-atomic msync(): a simple and efficient mechanism for preserving the integrity of durable data.,NA
eurosys,2013,Composing OS extensions safely and efficiently with Bascule.,EU
eurosys,2013,Hypnos: understanding and treating sleep conflicts in smartphones.,NA
eurosys,2013,Prefetching mobile ads: can advertising systems afford it?,EU
eurosys,2013,Maygh: building a CDN from client web browsers.,NA
eurosys,2013,A compiler-level intermediate representation based binary analysis and rewriting system.,NA
eurosys,2013,hClock: hierarchical QoS for packet scheduling in a hypervisor.,
eurosys,2013,RapiLog: reducing system complexity through verification.,OC
eurosys,2013,Application level ballooning for efficient server consolidation.,EU
eurosys,2013,"Omega: flexible, scalable schedulers for large compute clusters.",NA
eurosys,2013,Choosy: max-min fair sharing for datacenter jobs with constraints.,NA
eurosys,2013,CPI2: CPU performance isolation for shared compute clusters.,NA
eurosys,2014,Chronos: a graph engine for temporal graph analysis.,EU
eurosys,2014,DynMR: dynamic MapReduce with ReduceTask interleaving and MapTask backfilling.,NA
eurosys,2014,Kronos: the design and implementation of an event ordering service.,NA
eurosys,2014,Reconciling high server utilization and sub-millisecond quality-of-service.,NA
eurosys,2014,WCMP: weighted cost multipathing for improved fairness in data centers.,NA
eurosys,2014,DIBS: just-in-time congestion mitigation for data centers.,NA
eurosys,2014,TAQ: enhancing fairness and performance predictability in small packet regimes.,NA
eurosys,2014,Practical techniques to obviate setuid-to-root binaries.,NA
eurosys,2014,Cooperation and security isolation of library OSes for multi-process applications.,NA
eurosys,2014,TrustLite: a security architecture for tiny embedded devices.,NA
eurosys,2014,Rex: replication at the speed of multi-core.,EU
eurosys,2014,Relational access to Unix kernel data structures.,EU
eurosys,2014,Caching in video CDNs: building strong lines of defense.,NA
eurosys,2014,Aerie: flexible file-system interfaces to storage-class memory.,NA
eurosys,2014,System software for persistent memory.,NA
eurosys,2014,An efficient design and implementation of LSM-tree based key-value store on open-channel SSD.,AS
eurosys,2014,From application requests to virtual IOPs: provisioned key-value storage with Libra.,NA
eurosys,2014,"Efficiently, effectively detecting mobile app bugs with AppDoctor.",NA
eurosys,2014,TESLA: temporally enhanced system logic assertions.,EU
eurosys,2014,T-Rex: a dynamic race detection tool for C/C++ transactional memory applications.,EU
eurosys,2014,Archiving cold data in warehouses with clustered network coding.,EU
eurosys,2014,An aggressive worn-out flash block management scheme to alleviate SSD performance degradation.,NA
eurosys,2014,Snapshots in a flash with ioSnap.,NA
eurosys,2014,Callisto: co-scheduling parallel runtime systems.,EU
eurosys,2014,StackTrack: an automated transactional approach to concurrent memory reclamation.,NA
eurosys,2014,Using restricted transactional memory to build a scalable in-memory database.,AS
eurosys,2014,Algorithmic improvements for fast concurrent Cuckoo hashing.,NA
eurosys,2015,PowerLyra: differentiated graph computation and partitioning on skewed graphs.,AS
eurosys,2015,"Musketeer: all for one, one for all in data processing systems.",EU
eurosys,2015,MALT: distributed data-parallelism for existing ML applications.,NA
eurosys,2015,An in-memory object caching framework with adaptive load balancing.,NA
eurosys,2015,GD-Wheel: a cost-aware replacement policy for key-value stores.,NA
eurosys,2015,Putting consistency back into eventual consistency.,NA
eurosys,2015,Simba: tunable end-to-end data consistency for mobile apps.,NA
eurosys,2015,Visigoth fault tolerance.,EU
eurosys,2015,Taming uncertainty in distributed systems with help from the network.,NA
eurosys,2015,Extensible distributed coordination.,EU
eurosys,2015,Deriving and comparing deduplication techniques using a model-based classification.,EU
eurosys,2015,An efficient page-level FTL to optimize address translation in flash memory.,AS
eurosys,2015,Guardat: enforcing data policies at the storage layer.,EU
eurosys,2015,Process-level power estimation in VM-based systems.,EU
eurosys,2015,Application-assisted live migration of virtual machines with Java applications.,NA
eurosys,2015,SpotCheck: designing a derivative IaaS cloud on the spot market.,NA
eurosys,2015,CYRUS: towards client-defined cloud storage.,NA
eurosys,2015,Large-scale cluster management at Google with Borg.,NA
eurosys,2015,ConfValley: a systematic configuration validation framework for cloud services.,NA
eurosys,2015,Guaranteeing deadlines for inter-datacenter transfers.,AS
eurosys,2015,Synapse: a microservices architecture for heterogeneous-database web applications.,NA
eurosys,2015,NBA (network balancing act): a high-performance packet processing framework for heterogeneous processors.,AS
eurosys,2015,In-Net: in-network processing for the masses.,EU
eurosys,2015,Flux: multi-surface computing in Android.,NA
eurosys,2015,μPnP: plug and play peripherals for the internet of things.,EU
eurosys,2015,Maxoid: transparently confining mobile applications with custom views of state.,NA
eurosys,2015,TinMan: eliminating confidential mobile data exposure with security oriented offloading.,AS
eurosys,2015,Verifiable differential privacy.,NA
eurosys,2015,Popcorn: bridging the programmability gap in heterogeneous-ISA platforms.,NA
eurosys,2015,Hare: a file system for non-cache-coherent multicores.,
eurosys,2015,High-performance determinism with total store order consistency.,NA
eurosys,2015,Scaling concurrent log-structured data stores.,
eurosys,2016,The Linux scheduler: a decade of wasted cores.,EU
eurosys,2016,vScale: automatic and efficient processor scaling for SMP virtual machines.,AS
eurosys,2016,Application-specific quantum for multi-core platform scheduler.,EU
eurosys,2016,GeePS: scalable deep learning on distributed GPUs with a GPU-specialized parameter server.,NA
eurosys,2016,STRADS: a distributed framework for scheduled model parallel machine learning.,NA
eurosys,2016,Flint: batch-interactive data-intensive processing on transient servers.,NA
eurosys,2016,Hold 'em or fold 'em?: aggregation queries under performance variations.,NA
eurosys,2016,Increasing large-scale data center capacity by statistical power control.,AS
eurosys,2016,Exploiting variability for energy optimization of parallel programs.,NA
eurosys,2016,Oasis: energy proportionality with hybrid server consolidation.,NA
eurosys,2016,Crayon: saving power through shape and color approximation on next-generation displays.,EU
eurosys,2016,A high performance file system for non-volatile main memory.,AS
eurosys,2016,pVM: persistent virtual memory for efficient capacity scaling and object storage.,NA
eurosys,2016,zExpander: a key-value cache with both high performance and fewer misses.,NA
eurosys,2016,Data tiering in heterogeneous memory systems.,NA
eurosys,2016,A study of modern Linux API usage and compatibility: what to support when you're supporting.,NA
eurosys,2016,BB: booting booster for consumer electronics with modern OS.,AS
eurosys,2016,Shared address translation revisited.,NA
eurosys,2016,"POSIX abstractions in modern operating systems: the old, the new, and the missing.",NA
eurosys,2016,Juggler: a practical reordering resilient network stack for datacenters.,NA
eurosys,2016,Yoda: a highly available layer-7 load balancer.,NA
eurosys,2016,NChecker: saving mobile app developers from network disruptions.,NA
eurosys,2016,TFC: token flow control in data center networks.,AS
eurosys,2016,On the capacity of thermal covert channels in multicores.,EU
eurosys,2016,HAFT: hardware-assisted fault tolerance.,EU
eurosys,2016,Fast and general distributed transactions using RDMA and HTM.,AS
eurosys,2016,Sinter: low-bandwidth remote access for the visually-impaired.,NA
eurosys,2016,PSLO: enforcing the Xth percentile latency and throughput SLOs for consolidated VM storage.,AS
eurosys,2016,Flash storage disaggregation.,NA
eurosys,2016,Partial-parallel-repair (PPR): a distributed technique for repairing erasure coded storage.,NA
eurosys,2016,Type-aware transactions for faster concurrent code.,NA
eurosys,2016,Practical condition synchronization for transactional memory.,NA
eurosys,2016,Parallel sections: scaling system-level data-structures.,NA
